agency_cd,site_no,Datetime,Mean_CFS,294516_00060_00003_cd
USGS,4174490,2013-06-01,7.75,A
USGS,4174490,2013-06-02,3.35,A
USGS,4174490,2013-06-03,2.99,A
USGS,4174490,2013-06-04,2.69,A
USGS,4174490,2013-06-05,2.14,A
USGS,4174490,2013-06-06,2.35,A
USGS,4174490,2013-06-07,2.02,A
USGS,4174490,2013-06-08,1.87,A
USGS,4174490,2013-06-09,1.90,A
USGS,4174490,2013-06-10,21.6,A
USGS,4174490,2013-06-11,3.65,A
USGS,4174490,2013-06-12,6.40,A
USGS,4174490,2013-06-13,40.1,A
USGS,4174490,2013-06-14,4.62,A
USGS,4174490,2013-06-15,4.15,A
USGS,4174490,2013-06-16,11.4,A
USGS,4174490,2013-06-17,3.36,A
USGS,4174490,2013-06-18,2.72,A
USGS,4174490,2013-06-19,2.65,A
USGS,4174490,2013-06-20,2.60,A
USGS,4174490,2013-06-21,2.53,A
USGS,4174490,2013-06-22,2.89,A
USGS,4174490,2013-06-23,2.73,A
USGS,4174490,2013-06-24,2.75,A
USGS,4174490,2013-06-25,21.7,A
USGS,4174490,2013-06-26,13.1,A
USGS,4174490,2013-06-27,90.8,A
USGS,4174490,2013-06-28,28.3,A
USGS,4174490,2013-06-29,10.4,A
USGS,4174490,2013-06-30,5.91,A
USGS,4174490,2013-07-01,7.33,A
USGS,4174490,2013-07-02,4.75,A
USGS,4174490,2013-07-03,4.20,A
USGS,4174490,2013-07-04,3.63,A
USGS,4174490,2013-07-05,3.52,A
USGS,4174490,2013-07-06,6.01,A
USGS,4174490,2013-07-07,3.44,A
USGS,4174490,2013-07-08,7.07,A
USGS,4174490,2013-07-09,14.9,A
USGS,4174490,2013-07-10,4.09,A
USGS,4174490,2013-07-11,3.25,A
USGS,4174490,2013-07-12,2.94,A
USGS,4174490,2013-07-13,2.82,A
USGS,4174490,2013-07-14,2.70,A
USGS,4174490,2013-07-15,7.26,A
USGS,4174490,2013-07-16,2.37,A
USGS,4174490,2013-07-17,2.41,A
