agency_cd,site_no,Datetime,Mean_CFS,294515_00060_00003_cd
USGS,4173500,1982-05-28,95.0,A
USGS,4173500,1982-05-29,83.0,A
USGS,4173500,1982-05-30,69.0,A
USGS,4173500,1982-05-31,63.0,A
USGS,4173500,1982-06-01,159,A
USGS,4173500,1982-06-02,172,A
USGS,4173500,1982-06-03,112,A
USGS,4173500,1982-06-04,86.0,A
USGS,4173500,1982-06-05,75.0,A
USGS,4173500,1982-06-06,68.0,A
USGS,4173500,1982-06-07,62.0,A
USGS,4173500,1982-06-08,58.0,A
USGS,4173500,1982-06-09,55.0,A
USGS,4173500,1982-06-10,55.0,A
USGS,4173500,1982-06-11,51.0,A
USGS,4173500,1982-06-12,48.0,A
USGS,4173500,1982-06-13,47.0,A
USGS,4173500,1982-06-14,44.0,A
USGS,4173500,1982-06-15,47.0,A
USGS,4173500,1982-06-16,71.0,A
USGS,4173500,1982-06-17,60.0,A
USGS,4173500,1982-06-18,53.0,A
USGS,4173500,1982-06-19,71.0,A
USGS,4173500,1982-06-20,84.0,A
USGS,4173500,1982-06-21,118,A
USGS,4173500,1982-06-22,91.0,A
USGS,4173500,1982-06-23,71.0,A
USGS,4173500,1982-06-24,60.0,A
USGS,4173500,1982-06-25,54.0,A
USGS,4173500,1982-06-26,51.0,A
USGS,4173500,1982-06-27,51.0,A
USGS,4173500,1982-06-28,57.0,A
USGS,4173500,1982-06-29,90.0,A
USGS,4173500,1982-06-30,67.0,A
USGS,4173500,1982-07-01,54.0,A
USGS,4173500,1982-07-02,48.0,A
USGS,4173500,1982-07-03,83.0,A
USGS,4173500,1982-07-04,111,A
USGS,4173500,1982-07-05,81.0,A
USGS,4173500,1982-07-06,64.0,A
USGS,4173500,1982-07-07,55.0,A
USGS,4173500,1982-07-08,48.0,A
USGS,4173500,1982-07-09,44.0,A
